# started on Tue Dec 15 17:29:37 2015

5159,cache-references
2991,cache-misses
233671,instructions
410261,cycles
299442,stalled-cycles-frontend
<not counted>,stalled-cycles-backend
<not counted>,dtlb_misses_walk_cycles
<not counted>,inst_retired_any_p
<not counted>,l2_lines_in_any
<not counted>,LLC-prefetches
