LLC-prefetches,cache-misses,cache-references,cycles,dtlb_misses_walk_cycles,inst_retired_any_p,instructions,l2_lines_in_any,stalled-cycles-backend,stalled-cycles-frontend
17709126,6551248,103253731,8658954004,229155239,8220677392,8304039738,130432237,2631972462,4316862661
1793640,1682310,19298485,1761657433,61531730,1493773238,1593805461,24874937,562895276,914827289
738177,354879,1490716,57249375,1524437,226460480,35087106,1941769,23336431,38607964
<not counted>,71285,196721,19415092,<not counted>,<not counted>,12691420,<not counted>,<not counted>,12530578
<not counted>,76582,162697,21257830,<not counted>,<not counted>,14889744,<not counted>,8678016,13523291
<not counted>,130378,412144,41264137,<not counted>,<not counted>,34889217,<not counted>,18620898,22867108
<not counted>,450042,1594814,19717368,151550,<not counted>,65125803,<not counted>,5923084,10681129
40132093,5298770,27554799,1970478072,56078235,2460710421,2527356190,63481371,422709588,915965719
1837929,5568266,4703895,1672042936,26478546,1141215124,1227696183,6895160,836745353,1069609464
<not counted>,102896,285022,94015885,676854,<not counted>,89913698,<not counted>,22545575,41159490
<not counted>,40038,169787,36630949,223610,<not counted>,37958190,<not counted>,10343696,16762516
<not counted>,29084,63190,5322795,<not counted>,<not counted>,3200204,<not counted>,<not counted>,3580169
<not counted>,56512,131977,19933844,<not counted>,<not counted>,19057810,<not counted>,4907650,9958519
<not counted>,77269,179629,17705606,<not counted>,<not counted>,13630578,<not counted>,8392420,10270122
<not counted>,51139,123920,9591163,<not counted>,<not counted>,5153771,<not counted>,4608587,6370413
251602,108943,980856,57842557,666589,174153838,40291298,760775,15944867,30681982
394582,201806,877341,99999789,1163880,87668393,100889499,1067747,26559196,50404080
<not counted>,30283,80217,9273909,<not counted>,<not counted>,7801407,<not counted>,<not counted>,5286549
<not counted>,40547,94945,10120776,<not counted>,<not counted>,8990291,<not counted>,<not counted>,5526702
