# started on Fri Dec 25 16:03:22 2015

110656,cache-references
59105,cache-misses
5975756,instructions
11144516,cycles
7851848,stalled-cycles-frontend
5597468,stalled-cycles-backend
488435,dtlb_misses_walk_cycles
<not counted>,inst_retired_any_p
<not counted>,l2_lines_in_any
<not counted>,LLC-prefetches
