# started on Thu Dec 24 20:42:12 2015

243254,cache-references
19958,cache-misses
3041744,instructions
8012274,cycles
6108107,stalled-cycles-frontend
3101628,stalled-cycles-backend
<not counted>,dtlb_misses_walk_cycles
<not counted>,inst_retired_any_p
<not counted>,l2_lines_in_any
<not counted>,LLC-prefetches
