# started on Fri Dec 25 07:20:42 2015

79068,cache-references
49207,cache-misses
4253129,instructions
8968959,cycles
6485598,stalled-cycles-frontend
4709313,stalled-cycles-backend
<not counted>,dtlb_misses_walk_cycles
<not counted>,inst_retired_any_p
<not counted>,l2_lines_in_any
<not counted>,LLC-prefetches
