LLC-prefetches,cache-misses,cache-references,cycles,dtlb_misses_walk_cycles,inst_retired_any_p,instructions,l2_lines_in_any,stalled-cycles-backend,stalled-cycles-frontend
17042489,6417391,109893821,8689990619,162694408,8889750650,8466816374,150799527,2628489323,4345858654
17192056,8887378,52284645,5069126623,108871984,5516852186,5484052107,72754629,1377098877,2430288961
534018,497527,2991135,243072292,3303969,231407327,194589928,3394065,73775507,122729542
626291,511038,2670115,227860017,4095406,246380962,182808597,2462299,65360942,127979667
95271,149746,597491,42968347,1559359,41898073,27414873,791013,20345877,29018739
249885,196770,874364,113788911,2288935,69106094,79929215,1307484,42130164,65763659
<not counted>,60934,282857,65328059,1763807,<not counted>,33721559,<not counted>,23521140,36962880
223564,189851,1288806,132000242,2718391,97459463,109065418,1979825,43250436,68982907
14693630,7754097,26725207,2716600746,72695818,3191374940,3172970608,47393556,703266262,1323103384
9604153,4761648,28513605,2927437636,65790651,3330714885,3236586325,37737158,736957630,1372328604
<not counted>,142721,668020,75393937,469246,49025426,58767244,442490,22350562,43801992
504100,360663,1638725,172437071,3461489,223269572,157023885,2419731,54560005,94904667
2169832,1017104,3182525,385481798,7619492,486296181,429606200,6217900,107752255,192875848
<not counted>,123083,196268,87733020,1328970,110104314,58515696,1711017,30319237,50425806
<not counted>,51428,125851,17021830,<not counted>,<not counted>,13544126,<not counted>,8666394,9843599
<not counted>,72676,196483,24940711,<not counted>,<not counted>,18703758,<not counted>,9275085,14592755
<not counted>,49845,107377,25056995,839574,<not counted>,17528376,<not counted>,9511228,15337969
<not counted>,75809,146619,38677526,1254408,<not counted>,28868324,<not counted>,15159689,22727387
<not counted>,49207,79068,8968959,<not counted>,<not counted>,4253129,<not counted>,4709313,6485598
58055,151431,683918,79068282,1889395,78367176,50165400,416011,33278723,49903529
<not counted>,57095,150198,29641973,703823,<not counted>,17049500,<not counted>,11256752,17799253
