LLC-prefetches,cache-misses,cache-references,cycles,dtlb_misses_walk_cycles,inst_retired_any_p,instructions,l2_lines_in_any,stalled-cycles-backend,stalled-cycles-frontend
16346396,6305936,105418117,8818621426,168079533,8932419443,8664625136,152823065,2588587196,4346451333
17429180,8121147,52738280,4656104303,101174470,5172973732,5028516599,70661275,1306908866,2235680171
945378,454691,3786333,376887493,4799544,367138648,357994952,4735969,87941615,178238863
606328,389145,2782955,314904835,5840211,314862154,301275097,4336038,97517211,161858794
<not counted>,45949,90518,33411459,952933,<not counted>,23399564,<not counted>,13944656,20474733
188514,161452,1348395,109273922,3379846,120451047,76944856,2019899,49558207,69949796
106277,217537,1418910,125189828,1328237,141875063,98429273,571688,35589883,67633205
243062,257859,1133257,98824750,2818235,122589649,69076827,2453643,45004525,57737257
9008017,4268873,15622903,1584064341,39970245,1739918995,1799572927,26243482,410261576,802917387
4422291,1624090,11818884,1153776088,20764386,1282106600,1332682588,17076855,281778822,528380623
557482,275306,1880306,217858855,2953803,199912357,228128580,2410694,57952501,101312417
137664,129445,808868,66062281,1809638,59251194,52593378,814668,24894531,39038240
14048461,6108789,30966475,2693497188,67687478,3034735223,2980329071,48223279,666051223,1327159365
68968,134661,647337,71666591,1752825,54139062,65866148,590946,22228290,37659854
53707,113401,812670,140212515,2380754,206508828,72674157,2455508,48921107,82514184
<not counted>,384678,1835130,143135559,1640340,63149670,112148344,675862,21567216,81913340
<not counted>,139910,834313,59407971,637118,<not counted>,50444843,<not counted>,15255213,32162348
<not counted>,92096,263574,72028199,1996550,84978346,41207771,<not counted>,29053815,49952535
<not counted>,125241,347200,67897958,1970333,45643570,41773669,726161,26510837,40924051
<not counted>,57816,208094,30186848,623650,<not counted>,23202853,<not counted>,10284871,17018986
465713,249894,1660126,82833936,1674951,155401915,40626888,1203357,27963393,48696715
<not counted>,57360,136036,13460925,<not counted>,<not counted>,9524482,<not counted>,4178358,8470103
363980,207260,1170031,85843348,1281350,96823452,69743396,1107391,29222808,46786612
<not counted>,43104,63394,24672493,794769,<not counted>,17573299,<not counted>,9845576,14922427
<not counted>,897432,768808,215940254,7199780,127376817,165546662,1850562,87711929,132048529
<not counted>,47725,170959,15985049,1052801,<not counted>,10497620,<not counted>,7337640,9966807
462041,173445,873127,125008047,1349497,127091644,130909420,1413066,34235063,61303385
4228746,2684789,8545775,846862890,22011655,806720409,866417529,16989277,222299399,425071181
2791147,1364956,7264138,640952594,12489831,807860740,866045902,6443324,143457600,287041781
