LLC-prefetches,cache-misses,cache-references,cycles,dtlb_misses_walk_cycles,inst_retired_any_p,instructions,l2_lines_in_any,stalled-cycles-backend,stalled-cycles-frontend
14906501,7578296,101158948,8720817738,134130403,7919751177,8191474569,129752805,2711022256,4338052789
3605292,11967638,34836096,4055180209,162524671,2788491901,2546368424,39744231,1924787693,2720333015
582770,547309,3074036,178726521,1695712,185370377,179829297,2140960,32932396,68352445
<not counted>,479264,2069146,83830200,1466186,65100934,87688767,<not counted>,35662215,53729905
<not counted>,62639,157255,33369104,533188,30423149,16906984,290624,19201465,24474307
<not counted>,100309,141899,39465342,376605,<not counted>,23541660,<not counted>,14620394,23284397
798990,669547,5569791,296642493,3703819,269336106,271845389,4774974,83668804,155294137
<not counted>,91730,89989,49470166,822528,108088507,30089218,297457,23424900,32203570
<not counted>,71376,163738,47316783,769601,55169277,34205159,292344,19903310,32023687
94644,252294,1128540,140076648,6424494,125458080,77448217,2751974,61277999,95904771
<not counted>,104181,180866,44306869,861042,<not counted>,34478316,<not counted>,16835153,26067534
<not counted>,57763,98156,11891473,<not counted>,<not counted>,4928853,<not counted>,6905432,9070509
<not counted>,58711,64652,14208346,1040025,<not counted>,5956529,<not counted>,7219591,10997623
<not counted>,241821,442115,46776807,110238,<not counted>,30220869,<not counted>,6806594,11206689
<not counted>,87540,256772,26336511,<not counted>,<not counted>,17274290,<not counted>,7575434,16667223
202918,407446,835766,92175464,948011,87976436,67742747,653456,26396864,54723729
