LLC-prefetches,cache-misses,cache-references,cycles,dtlb_misses_walk_cycles,inst_retired_any_p,instructions,l2_lines_in_any,stalled-cycles-backend,stalled-cycles-frontend
16180412,7076279,103498534,9046775405,134267505,8917163473,8626577963,131364969,2672149448,4402133675
5813502,2922947,21380061,1528291507,47206594,1252148797,1196576887,24773113,552685488,849382727
<not counted>,61208,129319,28476572,567867,<not counted>,25002614,<not counted>,8406871,14873749
527043,194575,1614271,159553267,1843911,107818210,184016475,1332381,35811419,71019695
108279,83184,666293,65175961,784610,88603532,43283793,489268,20736346,33671558
<not counted>,67726,825593,25554773,<not counted>,<not counted>,20062340,<not counted>,9029596,14587861
<not counted>,268148,1828984,112985216,674078,47495839,91858503,<not counted>,15896047,29259839
989006,357356,4645638,269273179,3078402,334137288,268146663,3222726,46776691,93055665
<not counted>,71423,109438,27757888,299662,<not counted>,17725744,<not counted>,8262697,15476775
<not counted>,45938,135201,23641108,136987,<not counted>,23797577,<not counted>,5529656,11472617
162323,166931,710966,80330079,521075,79119860,74995752,581536,17397353,29838703
<not counted>,48605,93445,39610910,326417,64951140,29406939,<not counted>,13776194,22882816
868847,307382,2888534,198125627,4611004,262143239,132530288,2986208,66793724,112105394
<not counted>,57267,172959,17499938,<not counted>,<not counted>,12992924,<not counted>,5464203,11538569
1706,203148,788597,61249224,176786,<not counted>,55974935,<not counted>,6924647,11478348
216352,63312,1243565,56795800,850830,94208833,32880805,874612,22191162,32919650
<not counted>,22922,71375,5029511,<not counted>,<not counted>,2682609,<not counted>,<not counted>,3415988
<not counted>,30473,98887,6167229,<not counted>,<not counted>,3121807,<not counted>,<not counted>,4389318
<not counted>,24293,83290,7125668,<not counted>,<not counted>,4648767,<not counted>,<not counted>,4373462
<not counted>,18278,51368,3335310,<not counted>,<not counted>,1351802,<not counted>,<not counted>,2540133
