LLC-prefetches,cache-misses,cache-references,cycles,dtlb_misses_walk_cycles,inst_retired_any_p,instructions,l2_lines_in_any,stalled-cycles-backend,stalled-cycles-frontend
15421077,7967446,102118162,8986094072,133788757,8875580741,8686229377,133159986,2691449823,4378456360
1524744,2523910,19693710,1270223297,37346749,848806564,1080868842,12691863,342913479,665937081
<not counted>,76872,172241,21414451,109077,<not counted>,18259872,<not counted>,6153271,11587576
252612,212230,914142,68240581,622731,95025996,49525027,800700,18266208,31946313
157484,186268,636662,46270428,664530,85880275,34263347,661493,17938475,28528544
0,95140,217110,29577037,115354,2532507,22328743,64165,8270961,17648413
1217191,506736,4165130,317235112,3451692,345838889,425350496,4323108,79597064,148877716
3436126,2309362,14757439,1180797960,39469347,1229744088,1146821608,19823154,300415375,576554790
<not counted>,83676,117805,19787408,811068,<not counted>,18620418,<not counted>,29646761,37832137
<not counted>,39500,90498,6086548,<not counted>,<not counted>,3182962,<not counted>,2213299,4230611
<not counted>,67263,198331,70252736,867736,149262021,47856949,1666622,24131500,40600260
<not counted>,45368,337655,9594680,483017,<not counted>,6185329,<not counted>,3774908,6093966
<not counted>,194911,2279529,185442280,6922513,91383171,182910923,<not counted>,62869396,103194387
215616,289586,941931,65270814,588223,138246756,42981146,689765,19541391,33027007
792367,2578852,3162877,550268060,6656311,413286397,342506147,3898129,213779751,295267827
<not counted>,85435,225047,43355722,266462,<not counted>,35244272,<not counted>,10825299,21093246
<not counted>,58521,101586,15454776,<not counted>,<not counted>,11565485,<not counted>,5784334,8904096
<not counted>,107873,338190,60727789,418272,81710823,50174192,378895,18175828,32325841
403816,145777,985042,108111166,876366,58934231,128355881,1298451,14859248,23829073
<not counted>,79250,146488,32638066,357641,50591247,23114385,366042,11518085,19403970
<not counted>,89690,244546,30833450,128402,<not counted>,27588402,<not counted>,8211233,16036039
<not counted>,44942,669798,6382707,198293,<not counted>,3470749,<not counted>,2185761,4439717
<not counted>,36230,88820,4501752,<not counted>,<not counted>,1705871,<not counted>,2717700,3501663
