LLC-prefetches,cache-misses,cache-references,cycles,dtlb_misses_walk_cycles,inst_retired_any_p,instructions,l2_lines_in_any,stalled-cycles-backend,stalled-cycles-frontend
8199352,8277986,43499404,4094576641,64529356,3821719590,3569552597,50162040,1467851746,2219536104
33825121,30155585,84119836,8517082161,54102815,5707089021,5606136757,108836220,3712045839,5643441032
29253714,9445508,73667367,6267919904,137675534,7845851801,8003088809,110741259,1436599134,3060565596
<not counted>,333616,3478059,148261535,5324285,<not counted>,98457085,<not counted>,57540283,97376244
35786456,9328138,119738069,7471551012,231081372,9541333170,9087650660,178109117,1939637854,4049087746
23265745,40548225,52116418,8568634826,3208132,4109448378,4062065744,68463365,4671185179,6407270744
<not counted>,47720,1022490,34018406,<not counted>,<not counted>,12799115,<not counted>,15649767,25558544
<not counted>,37218,1247369,37196197,<not counted>,<not counted>,16355767,<not counted>,23621310,26870805
<not counted>,63219,1269485,34193834,<not counted>,<not counted>,12878021,<not counted>,11374764,25744758
<not counted>,99370,642915,64016096,1795412,<not counted>,38514544,<not counted>,26486097,41436479
<not counted>,35541,1156648,29769528,<not counted>,<not counted>,10580032,<not counted>,15880301,22687155
<not counted>,61105,1244759,55404216,421471,13715382,29112813,<not counted>,16722898,35331281
<not counted>,53044,982498,34970908,<not counted>,<not counted>,14033841,<not counted>,15854921,25904130
7406,59243,1299373,54609305,199463,<not counted>,34348577,738649,17245546,34086107
<not counted>,70660,955361,37381149,<not counted>,<not counted>,16443138,<not counted>,18875101,27286472
<not counted>,59480,599659,37987460,2635594,<not counted>,16236836,<not counted>,19433857,27732806
<not counted>,60110,941555,25101566,<not counted>,<not counted>,9422985,<not counted>,11782861,19188860
<not counted>,72737,1043461,32093420,<not counted>,<not counted>,13523212,<not counted>,18292156,23839731
<not counted>,23557,837000,24357982,<not counted>,<not counted>,9838458,<not counted>,11626922,18324276
<not counted>,41046,945404,26235332,<not counted>,<not counted>,10666531,<not counted>,11693567,19696600
<not counted>,30608,997722,25017337,<not counted>,<not counted>,9894754,<not counted>,<not counted>,18887964
<not counted>,56665,1008696,27659589,<not counted>,<not counted>,10620631,<not counted>,13299520,20988827
<not counted>,26481,984446,24495352,203959,1014179,9718786,<not counted>,15030978,18464055
