# started on Thu Dec 24 21:52:49 2015

5285,cache-references
2877,cache-misses
226742,instructions
458420,cycles
348543,stalled-cycles-frontend
<not counted>,stalled-cycles-backend
<not counted>,dtlb_misses_walk_cycles
<not counted>,inst_retired_any_p
<not counted>,l2_lines_in_any
<not counted>,LLC-prefetches
