# started on Thu Dec 24 21:50:29 2015

747919,cache-references
98594,cache-misses
17029331,instructions
40304793,cycles
29880248,stalled-cycles-frontend
18218529,stalled-cycles-backend
<not counted>,dtlb_misses_walk_cycles
<not counted>,inst_retired_any_p
<not counted>,l2_lines_in_any
<not counted>,LLC-prefetches
