# started on Mon Dec 14 09:37:45 2015

7381,cache-references
5606,cache-misses
249024,instructions
779874,cycles
654146,stalled-cycles-frontend
<not counted>,stalled-cycles-backend
<not counted>,dtlb_misses_walk_cycles
<not counted>,inst_retired_any_p
<not counted>,l2_lines_in_any
<not counted>,LLC-prefetches
