# started on Wed Dec 16 17:36:55 2015

5169,cache-references
3664,cache-misses
227379,instructions
601989,cycles
495908,stalled-cycles-frontend
<not counted>,stalled-cycles-backend
<not counted>,dtlb_misses_walk_cycles
<not counted>,inst_retired_any_p
<not counted>,l2_lines_in_any
<not counted>,LLC-prefetches
