# started on Wed Dec 16 14:13:24 2015

191503,cache-references
71389,cache-misses
30855124,instructions
32663392,cycles
16848361,stalled-cycles-frontend
8124498,stalled-cycles-backend
<not counted>,dtlb_misses_walk_cycles
<not counted>,inst_retired_any_p
<not counted>,l2_lines_in_any
<not counted>,LLC-prefetches
