# started on Fri Dec 25 07:24:59 2015

1005660,cache-references
44061,cache-misses
11585382,instructions
33754033,cycles
25486706,stalled-cycles-frontend
15935500,stalled-cycles-backend
<not counted>,dtlb_misses_walk_cycles
6501907,inst_retired_any_p
1246859,l2_lines_in_any
10377,LLC-prefetches
