# started on Fri Dec 25 07:29:42 2015

1027661,cache-references
54103,cache-misses
9797860,instructions
26881858,cycles
20513987,stalled-cycles-frontend
<not counted>,stalled-cycles-backend
<not counted>,dtlb_misses_walk_cycles
<not counted>,inst_retired_any_p
<not counted>,l2_lines_in_any
<not counted>,LLC-prefetches
