# started on Tue Dec 15 12:18:32 2015

27194,cache-references
22874,cache-misses
367593,instructions
2248061,cycles
2029970,stalled-cycles-frontend
<not counted>,stalled-cycles-backend
<not counted>,dtlb_misses_walk_cycles
<not counted>,inst_retired_any_p
<not counted>,l2_lines_in_any
<not counted>,LLC-prefetches
