LLC-prefetches,cache-misses,cache-references,cycles,dtlb_misses_walk_cycles,inst_retired_any_p,instructions,l2_lines_in_any,stalled-cycles-backend,stalled-cycles-frontend
14515693,6935089,104688108,8894327332,145315861,8541175986,8521929657,129243088,2742583429,4401116789
2047761,1973798,20016070,1718831123,41868345,1768249169,1529320822,27890924,604488368,929865466
575220,375132,1333035,191958880,1964750,161987305,194619697,1413863,50018384,98130826
<not counted>,125438,421668,40500229,<not counted>,<not counted>,33207742,<not counted>,<not counted>,22304396
<not counted>,96028,294438,23524277,<not counted>,<not counted>,15714643,<not counted>,5652177,15325706
<not counted>,73357,167652,34920897,267761,35351673,19939627,<not counted>,10414407,21245927
775464,257614,1268517,207966211,3276877,263625468,203675530,3280214,66810973,107397906
35423675,4127204,22518540,1633132889,40098060,2179293329,2269992717,55971999,349029672,743179771
<not counted>,58457,149831,13122717,<not counted>,<not counted>,9568099,<not counted>,<not counted>,7858126
<not counted>,73448,218257,33083361,<not counted>,<not counted>,35123653,<not counted>,5767804,15692641
190966,226698,1560757,168210009,7844755,151909985,128041633,3302590,56446726,90161008
<not counted>,138961,596754,58557197,409403,<not counted>,56044348,<not counted>,22697736,29304479
<not counted>,107456,327780,28457602,<not counted>,<not counted>,22578540,<not counted>,<not counted>,17462494
<not counted>,284821,522349,170024366,2322397,194820195,163303165,<not counted>,50650777,88953042
<not counted>,42346,132240,13344531,<not counted>,<not counted>,10162405,<not counted>,7119539,7646459
<not counted>,116949,643773,108049183,1097370,<not counted>,85639015,<not counted>,23769262,49466973
<not counted>,20855,57206,3854009,<not counted>,<not counted>,1629554,<not counted>,<not counted>,2881263
<not counted>,18136,38224,3072427,<not counted>,<not counted>,1295350,<not counted>,<not counted>,2285655
