LLC-prefetches,cache-misses,cache-references,cycles,dtlb_misses_walk_cycles,inst_retired_any_p,instructions,l2_lines_in_any,stalled-cycles-backend,stalled-cycles-frontend
11326229,12315752,93721288,8977686530,160019092,7706505438,7900281934,120495967,3075121878,4748061827
3890158,12516531,37266895,4182384508,142316124,2795040673,2660122413,40462390,1828517560,2630366251
684188,886612,3719055,240710849,3350773,203697173,225679503,2321799,67646734,134141195
<not counted>,109058,209420,27647746,<not counted>,<not counted>,18438572,<not counted>,8773377,17718627
<not counted>,134130,381905,61406266,1095714,<not counted>,46856337,<not counted>,25991913,36639278
580844,712899,3051949,281471531,4343311,237814560,235071386,3321887,72540621,120781631
20403623,6239300,18863025,1693137311,57346384,1794797209,1779405093,40642365,674044977,1000869270
43026,104428,696868,36941388,669366,74300424,23091521,831512,15884242,26140032
<not counted>,24958,314354,16137290,64016,<not counted>,14561913,<not counted>,4806761,8273421
<not counted>,63853,108239,31437710,1449712,<not counted>,22845831,<not counted>,12015279,19169869
<not counted>,83273,177728,35796806,539431,<not counted>,28747395,<not counted>,21839537,20822784
<not counted>,97877,117288,22802906,<not counted>,<not counted>,15774579,<not counted>,23575577,14547276
225983,255187,699844,99189525,1215602,80215071,70174219,927377,26868881,61954413
<not counted>,51270,96383,12951243,<not counted>,<not counted>,8741890,<not counted>,5384071,8468480
