LLC-prefetches,cache-misses,cache-references,cycles,dtlb_misses_walk_cycles,inst_retired_any_p,instructions,l2_lines_in_any,stalled-cycles-backend,stalled-cycles-frontend
15374815,8584918,104524561,9060808701,140513634,8844804745,8687943984,133187567,2684210079,4409667266
1756624,2557931,20742767,1450957753,34120670,1183368391,1173318866,20018923,415982566,650864937
<not counted>,226630,975337,42041532,120266,<not counted>,17372739,<not counted>,5995437,8302152
258847,275076,914263,88748639,677141,84722483,80207496,862149,18450785,26218923
<not counted>,62618,282858,74307765,881180,93511574,51930122,1631007,25139251,41493852
<not counted>,90424,161921,26913524,255749,<not counted>,21077703,<not counted>,11649416,15371237
1211496,550161,5146003,446076559,3226112,343575098,492107451,3720194,70578984,147716812
1868687,1056138,9220375,644560484,21231009,694300855,584492041,10769360,186411213,324064931
<not counted>,107315,1049328,50700528,323316,<not counted>,47434311,<not counted>,14878754,24838636
<not counted>,32469,95082,6384063,<not counted>,<not counted>,4000945,<not counted>,<not counted>,4165126
142524,70729,718839,69498475,875805,109646583,56959834,1083279,23832633,37751603
<not counted>,140896,408933,47577489,<not counted>,<not counted>,80225963,<not counted>,8137227,14929177
262394,281602,1916257,173046963,5474036,254922032,97895706,2794248,65294560,104328231
<not counted>,57991,381004,12170799,<not counted>,<not counted>,8442167,<not counted>,3641513,7544560
<not counted>,46363,140412,13710530,<not counted>,<not counted>,11447709,<not counted>,3761870,7689491
<not counted>,54809,168266,14606714,<not counted>,<not counted>,12279351,<not counted>,<not counted>,8146040
<not counted>,65637,127934,15552217,76653,<not counted>,10984731,<not counted>,6893093,9222381
<not counted>,40472,90015,18820321,94315,<not counted>,16626376,<not counted>,5257705,9155614
219490,133234,783268,105816521,1349009,101354087,116793589,801241,24544341,47118620
<not counted>,61194,102514,25072689,196595,39855260,16269127,<not counted>,9264775,15919068
<not counted>,51255,104164,13863207,137499,<not counted>,25387778,<not counted>,6281431,8697574
<not counted>,41064,118583,6519811,<not counted>,<not counted>,3522658,<not counted>,<not counted>,4503836
