# started on Wed Dec 16 21:25:22 2015

3261368,cache-references
1355449,cache-misses
88400069,instructions
251396624,cycles
89318054,stalled-cycles-frontend
68374768,stalled-cycles-backend
5782925,dtlb_misses_walk_cycles
<not counted>,inst_retired_any_p
<not counted>,l2_lines_in_any
<not counted>,LLC-prefetches
