LLC-prefetches,cache-misses,cache-references,cycles,dtlb_misses_walk_cycles,inst_retired_any_p,instructions,l2_lines_in_any,stalled-cycles-backend,stalled-cycles-frontend
11986148,10086115,96212542,8718407412,139959717,7864752445,7777103893,121410439,2834392123,4485492738
3105186,10014581,30874371,3586778609,142743720,2320988935,2449740771,38263460,1648333563,2336715026
363259,213818,1398367,159691219,3076224,171378323,185019733,1334305,41218536,75931726
<not counted>,80893,683489,35169777,753187,<not counted>,26429455,<not counted>,15060744,21355041
<not counted>,67272,123099,57270773,885975,66781863,40843442,<not counted>,22216374,33689248
649328,567278,2461718,241792716,4940762,207119295,186763737,2716648,88565638,141144164
<not counted>,68404,141307,79050926,934092,93665545,49526810,<not counted>,26108381,43861018
62071,128458,505891,58521850,607860,109728509,45004020,795758,21519519,36670634
1350559,2336178,3948060,662379333,9269564,510874890,491443251,6488208,298173671,415897145
<not counted>,86929,253624,27784628,356133,<not counted>,15599098,<not counted>,13762284,18990241
<not counted>,48771,115987,13616604,<not counted>,<not counted>,10784303,<not counted>,274608,8253064
<not counted>,79207,127689,21720379,<not counted>,<not counted>,15994218,<not counted>,6958292,13314491
<not counted>,98208,189906,22405345,<not counted>,<not counted>,13324682,<not counted>,8887618,15007151
<not counted>,183244,322440,5840657,<not counted>,<not counted>,6903804,<not counted>,2501681,4789379
