# started on Wed Dec 16 17:54:42 2015

5243,cache-references
2557,cache-misses
232232,instructions
462041,cycles
349732,stalled-cycles-frontend
<not counted>,stalled-cycles-backend
<not counted>,dtlb_misses_walk_cycles
<not counted>,inst_retired_any_p
<not counted>,l2_lines_in_any
<not counted>,LLC-prefetches
