LLC-prefetches,cache-misses,cache-references,cycles,dtlb_misses_walk_cycles,inst_retired_any_p,instructions,l2_lines_in_any,stalled-cycles-backend,stalled-cycles-frontend
10571492,11412445,53056900,4696509201,111217234,4511528557,4362732323,66641793,1523657962,2576044601
41470188,38858708,88052904,8412710951,36949849,4637765875,4704695292,118141755,3987295153,5870630158
34929288,16918677,50715625,8184965040,98987554,9724118344,10544100765,88871870,2475957861,4387703902
41861979,42678955,88671042,8240013930,7859275,4386765547,4233947947,106985320,3880895790,5991251299
32137382,26880098,74588324,7964067971,41188972,5608028846,5558237363,92238119,3491389783,5448023657
35555030,39676968,73776082,8503181396,3537652,3957497973,3907438515,94281725,4316775967,6419820824
41773978,31357756,78364435,8042441567,33225065,5504754045,5767827329,105785248,3506973736,5458350487
41612562,5112628,10668549,8984880048,39312330,20216675314,19930162863,51724169,881545394,2261014414
2171025,11015698,40947296,9106836985,327986058,16714111578,16618068231,42064081,1605343627,3478898613
166381,12722397,41401357,9133564198,337370150,16931266597,16240278643,43598410,1476111750,3584284351
510368,15887791,36564077,9104293721,264014585,15814171045,15612400401,36922563,1639535349,3792966954
156097,12696445,44093989,9146161216,335630385,16440833847,16129874544,43339424,1600000394,3680136011
346776,14980324,38930246,9139890468,269792259,16057393916,15890521638,38597816,1585399367,3738835173
7693931,14714090,33594491,9095976369,206303869,15797418721,16065624598,42483961,1272270324,3718179149
120648,11397533,41005609,9152192718,332980805,15915694136,16333232873,42981628,1619604907,3675040338
938926,16139556,38564037,9159648270,259670365,16121008066,15802854654,37220830,1437933849,3821057767
142055,13032207,43005883,9123538252,330707945,16140411407,15926881983,42227164,1495519259,3714894043
31752719,28567585,86789010,8404386460,140377279,8512786269,9232271725,112761841,2960233493,4874423701
38985615,36114964,66135108,8330699789,10779658,4609237979,4536170472,105678464,4005056116,6063977058
40248366,26695580,76557235,8159710979,149648093,10211203331,9818778158,133727647,2603013630,4487943041
46454921,25650261,97689959,8185958956,170059211,11910198594,11599368817,150836575,1958893443,4171842075
