# started on Wed Dec 23 08:14:27 2015

242709,cache-references
68740,cache-misses
3834094,instructions
15990752,cycles
13428857,stalled-cycles-frontend
9197161,stalled-cycles-backend
<not counted>,dtlb_misses_walk_cycles
<not counted>,inst_retired_any_p
<not counted>,l2_lines_in_any
<not counted>,LLC-prefetches
