LLC-prefetches,cache-misses,cache-references,cycles,dtlb_misses_walk_cycles,inst_retired_any_p,instructions,l2_lines_in_any,stalled-cycles-backend,stalled-cycles-frontend
7065858,6506881,36400412,3986721865,61598479,3685282401,3380793142,48878716,1479980312,2272809958
25043207,29481543,61239686,8471562641,3731987,3882696464,3818822121,72529285,4489827613,6388479332
35610565,10186451,107624191,7797444930,210741823,9390112777,8933855573,149519032,2007455919,3995309613
<not counted>,76526,1281299,40385195,<not counted>,<not counted>,16181736,<not counted>,22109334,30113663
30924580,8485321,114631865,7095101576,235178310,8269110925,7940623242,164636900,2072381026,4062778586
<not counted>,111294,1414079,64095011,191521,<not counted>,38184653,<not counted>,19914785,42095505
30954950,13080987,53724527,6011189167,131501678,8486531728,8150147108,90869729,1196532556,3021479414
10551382,30031664,35642443,8458265997,3717888,3907290895,3844738133,41662184,4559731911,6405095155
10581677,13897667,34036198,3528621966,37770418,2898679959,2665089706,44527598,1392034283,2229968028
<not counted>,40013,345927,12072377,<not counted>,<not counted>,14055582,<not counted>,6442606,9322953
<not counted>,46541,390277,20151656,<not counted>,<not counted>,11461019,<not counted>,7245414,13623614
<not counted>,62917,450214,31320912,331626,<not counted>,19110841,<not counted>,11111594,20267877
<not counted>,53359,454611,20622609,<not counted>,<not counted>,11608168,<not counted>,8358801,14201700
<not counted>,33889,327928,15820744,<not counted>,<not counted>,7721789,<not counted>,6042541,11363965
<not counted>,48101,415250,17214945,<not counted>,<not counted>,8048986,<not counted>,10658575,12597875
<not counted>,63874,416471,24928470,787253,<not counted>,14981716,<not counted>,10633756,16865566
<not counted>,57918,452180,19532754,<not counted>,<not counted>,9953671,<not counted>,<not counted>,13958361
<not counted>,41618,381837,12805512,<not counted>,<not counted>,4895332,<not counted>,<not counted>,9956632
<not counted>,48806,380149,13959461,<not counted>,<not counted>,5717018,<not counted>,<not counted>,10641300
<not counted>,49139,399139,15169382,<not counted>,<not counted>,6331241,<not counted>,7031153,11464345
<not counted>,58852,404608,15858396,<not counted>,<not counted>,6589063,<not counted>,<not counted>,12052631
<not counted>,33347,252136,11740889,<not counted>,<not counted>,4446279,<not counted>,4095646,9144654
<not counted>,54705,422554,16133724,<not counted>,<not counted>,6771979,<not counted>,<not counted>,12289612
<not counted>,61561,434960,21853260,<not counted>,<not counted>,12751399,<not counted>,11190265,14859956
