# started on Wed Dec 23 07:59:45 2015

104810,cache-references
68306,cache-misses
3984770,instructions
15679171,cycles
13093468,stalled-cycles-frontend
9528284,stalled-cycles-backend
<not counted>,dtlb_misses_walk_cycles
<not counted>,inst_retired_any_p
<not counted>,l2_lines_in_any
<not counted>,LLC-prefetches
