LLC-prefetches,cache-misses,cache-references,cycles,dtlb_misses_walk_cycles,inst_retired_any_p,instructions,l2_lines_in_any,stalled-cycles-backend,stalled-cycles-frontend
16097055,7244893,108527839,8758468901,161843347,8900173999,8506634848,151468051,2573826018,4339211242
18649004,9154975,53374310,5041367214,104786825,5466447304,5486171204,73403356,1359662665,2386718672
668305,262549,2515624,282688669,6381039,263714237,244412402,2755448,85467496,150456270
461697,370938,3292237,244619763,4390592,264361895,200236279,3752549,70238468,113272382
<not counted>,137625,296455,75106975,2093934,48138841,54340026,1071420,27067016,45599127
153016,263215,1708035,159637563,3510854,117455401,130962107,1820232,38772979,56458877
<not counted>,110818,223266,60109283,1659894,<not counted>,46048595,<not counted>,21252973,34770976
109028,188066,1181746,88456221,2711341,120265077,59078897,2014307,30437882,54164753
6374459,4192844,12106595,1378457187,40614285,1589382658,1602560631,19758072,361067986,688671721
7325153,4117144,25244190,2521671755,51431460,2891363607,2879635306,33001089,605638166,1152879795
198756,226083,1088637,180015121,3164665,166549227,159090210,1037962,47159457,95325506
547728,474975,2410063,257631964,7031071,202448515,189001195,3235817,73270236,124556022
7414361,3512224,18956180,1510867281,38717237,1778763267,1650118547,22585407,371708918,761311839
<not counted>,114939,317178,81264097,1322327,22563008,59878654,<not counted>,23327997,42474835
599802,214800,1159189,166357037,3303880,151999508,159046566,1834121,53564514,91177890
<not counted>,33734,87355,9436249,467747,<not counted>,5057861,<not counted>,4192652,6562002
<not counted>,149849,392357,92342804,1098630,<not counted>,80683653,<not counted>,22640156,46779958
<not counted>,69002,318787,44286031,1003663,<not counted>,33884569,<not counted>,16275675,25057972
118402,53700,699841,40022423,1904274,51482698,20307377,832781,19243533,27460466
<not counted>,86249,225225,32677327,<not counted>,<not counted>,34406409,<not counted>,13041383,19081341
403686,292927,1172649,164236754,2622220,148313582,136221283,1759373,57293394,95112114
<not counted>,52864,73551,13844227,556735,<not counted>,8619303,<not counted>,6586166,9163994
<not counted>,97141,336040,90480792,2210430,143569969,64601458,966569,34214763,60687770
<not counted>,53941,182323,21883916,240761,<not counted>,17300411,<not counted>,6081569,12516942
<not counted>,786138,925481,220656792,7715365,122355486,171744165,<not counted>,73170688,131255501
<not counted>,59931,285133,26835298,<not counted>,<not counted>,20725167,<not counted>,7843485,15513946
10974526,2355465,21127125,1459852382,31896550,1616569783,1612250786,31209102,352808708,668544218
<not counted>,92595,157105,27897564,<not counted>,<not counted>,20969429,<not counted>,10442331,16710415
