LLC-prefetches,cache-misses,cache-references,cycles,dtlb_misses_walk_cycles,inst_retired_any_p,instructions,l2_lines_in_any,stalled-cycles-backend,stalled-cycles-frontend
17028578,6726258,102658152,8995166781,137562219,8764338837,8745481146,136576628,2689804974,4363016172
2084821,2449640,19613363,1295624311,32798141,948035386,1200610033,16256309,352461109,583877917
<not counted>,60754,202419,27122621,197633,<not counted>,24136179,<not counted>,8016341,13900343
267832,216455,783289,87226524,628088,132887190,88339157,1374332,15238923,24445360
117948,164278,964810,54321386,1005855,93677047,35649839,1300743,20099991,29941304
<not counted>,66453,79479,25281232,217776,<not counted>,21954030,<not counted>,9163069,13363844
878819,350685,3583149,305328054,3412155,312735037,355591752,3594623,75299107,133006368
8040698,2529702,23553428,1394918457,45000482,1528847626,1483739361,30512969,326731708,674566370
<not counted>,208349,1557424,51352414,238165,<not counted>,87457902,<not counted>,12392050,24481358
<not counted>,43320,121781,7065317,<not counted>,<not counted>,3737754,<not counted>,<not counted>,4891778
<not counted>,60893,207670,63569260,721461,103333629,40647828,731882,23963121,35874700
<not counted>,61176,144831,34896726,201965,38979822,26759042,<not counted>,10293062,18454783
1342017,3055359,4999517,557392514,7397622,648899187,376082111,5880841,269375932,374757783
<not counted>,44898,144275,9324950,<not counted>,<not counted>,6405492,<not counted>,<not counted>,5776670
<not counted>,51515,156699,21681617,<not counted>,<not counted>,22580518,<not counted>,5299664,10403359
<not counted>,41555,109027,14313631,51204,<not counted>,12528454,<not counted>,3866920,7696586
<not counted>,81586,172525,42834750,301966,<not counted>,37673224,<not counted>,11953244,21159071
420,34859,92868,4018586,<not counted>,688220,1494425,71709,<not counted>,3133817
314329,146018,812887,134695252,1532228,141342616,136068178,1542229,36227116,61978099
<not counted>,55192,98263,26115084,214200,<not counted>,24543516,<not counted>,7141595,13338622
<not counted>,45073,67248,11551141,50172,<not counted>,8151334,<not counted>,4216760,6930434
<not counted>,22093,48962,3684259,275086,<not counted>,1196027,<not counted>,1799933,2917803
