LLC-prefetches,cache-misses,cache-references,cycles,dtlb_misses_walk_cycles,inst_retired_any_p,instructions,l2_lines_in_any,stalled-cycles-backend,stalled-cycles-frontend
13995502,7601746,99215867,9046247354,137347590,8815882303,8808608299,128296300,2660497321,4390115642
1727234,1872152,17807118,1291836554,33571149,1099214637,1168646214,17909499,385031077,650164635
<not counted>,180250,513091,64469477,451945,<not counted>,43281313,<not counted>,22447564,37591490
249735,220458,978241,44892530,754665,90835684,34177008,883260,16982500,25128631
<not counted>,61563,233740,70727966,687711,91309457,41171193,<not counted>,21518872,36387575
<not counted>,67834,352518,22344731,<not counted>,<not counted>,19690979,<not counted>,5575190,11669890
553247,431439,2921252,192978310,2381868,225978362,170739535,1816450,62435304,104123541
1549585,969846,7334876,592717160,19063515,656403871,545327972,8378031,170275979,304033682
<not counted>,99453,908406,43879925,229731,<not counted>,44108527,<not counted>,12779780,21475969
<not counted>,48414,800827,7287423,<not counted>,<not counted>,4107820,<not counted>,2749247,5016976
181047,53985,682889,51821013,650915,107107979,38056320,866346,21050884,32959477
485627,111472,1050614,131757021,2616500,131936749,153766010,2537392,39913282,62422851
<not counted>,71951,220952,36334984,349833,<not counted>,31405807,<not counted>,8100973,17711011
220451,195247,814769,67738380,338975,87231672,62318320,648987,9838367,20166846
<not counted>,51163,149406,34646116,208467,<not counted>,36324041,<not counted>,8637900,16063569
<not counted>,30636,95335,10692787,231906,<not counted>,8773957,<not counted>,2326859,5883772
<not counted>,62455,155099,17811083,<not counted>,<not counted>,16230409,<not counted>,6860530,9498917
<not counted>,34905,105073,4714221,<not counted>,<not counted>,2222285,<not counted>,<not counted>,3489968
284896,170690,927937,108920925,1228200,133916865,126112944,757877,24856290,49444384
189170,60627,630132,56015625,911506,99915479,46342665,861173,21461628,33415318
<not counted>,76190,167679,14875240,<not counted>,<not counted>,12598360,<not counted>,3210987,8776333
<not counted>,51606,993213,26420207,112245,<not counted>,23752792,<not counted>,6071188,13321139
