LLC-prefetches,cache-misses,cache-references,cycles,dtlb_misses_walk_cycles,inst_retired_any_p,instructions,l2_lines_in_any,stalled-cycles-backend,stalled-cycles-frontend
17550821,5757932,111125003,8807534738,161353163,8852918586,8560506148,154378346,2603140608,4350754606
16011830,8828092,53422955,5128004254,108186072,5493490402,5739143952,74928630,1374303166,2412014759
865498,276485,3369801,298000632,4932162,294103516,271815997,3371439,84148794,158040517
485693,406302,2643273,242713728,5293362,264113293,185889062,3818307,76673897,130947037
<not counted>,101706,266039,68548305,1526430,<not counted>,53628468,<not counted>,23313661,37341558
367581,232774,1745851,114522069,3031746,124349319,79469121,2215694,48253416,70193950
250428,84388,756227,62417192,1470948,82646601,36711836,660617,26404381,40339542
354471,328792,1861099,127932045,1907110,122325118,102691721,2115535,29712791,70128626
10573598,6649870,22251718,2375326728,55709527,2926444614,2782351734,34415674,575809320,1144166213
12873902,4845476,32698384,3211230114,67599510,3573933123,3601417896,48173329,742256632,1508898221
215940,186989,966958,115092118,2281454,139920883,94655481,1020926,41732970,65965215
<not counted>,83774,215306,73872265,909041,<not counted>,43320049,<not counted>,20564932,36490490
8295446,3537785,17419769,1735466223,53229277,1960660297,1990814300,31210606,437871654,845688712
<not counted>,70371,283283,30315667,<not counted>,<not counted>,23444513,<not counted>,11978768,17386363
1113488,532824,2660120,253203013,3430355,325110642,189599948,3109888,58187633,122868233
5793745,1818824,11722144,1028112049,23310952,1192691343,1260067267,24990671,210347886,457975623
1440571,1023270,3329686,337221300,5899259,417439773,342417136,3394306,94536414,166089142
<not counted>,79358,353594,42161708,662823,<not counted>,33486367,<not counted>,13643313,23909325
<not counted>,108323,241329,66543670,1687586,<not counted>,48847237,<not counted>,22246959,37351999
<not counted>,152398,530729,66253127,702952,<not counted>,56835263,<not counted>,16370179,35736037
194182,278144,1400715,162450826,3215348,171341630,123375682,1727481,42086851,89974886
<not counted>,15647,57739,3335052,<not counted>,<not counted>,1331929,<not counted>,<not counted>,2565169
268709,225557,1090519,112259523,832855,92806787,102022680,740799,24093797,58656202
<not counted>,72225,134536,17744577,<not counted>,<not counted>,13345669,<not counted>,6542025,10871116
820529,1166207,2319023,390612899,10959353,331441510,350844710,2844542,123211353,219538345
<not counted>,99637,233694,26814000,<not counted>,<not counted>,19091539,<not counted>,12668908,16413506
2031017,612245,5256316,579356779,8233723,657822949,628845944,6090357,127055353,245004030
<not counted>,52158,75436,31551827,1060706,<not counted>,25144349,<not counted>,11646024,18553931
