LLC-prefetches,cache-misses,cache-references,cycles,dtlb_misses_walk_cycles,inst_retired_any_p,instructions,l2_lines_in_any,stalled-cycles-backend,stalled-cycles-frontend
16643990,6327520,107720884,8794060600,160826270,8780652718,8602335235,148518014,2653748664,4420646820
15802780,9110225,52384337,5184703412,108854276,5612127646,5552738788,72726872,1408346671,2475812291
614804,277124,2980452,193655063,3937808,269150054,141191472,3756080,63971922,108401480
451636,598371,3127818,282581415,4194791,317134348,210818093,4426470,76073928,131450582
<not counted>,57655,268264,54687396,1735099,33145273,29291077,<not counted>,20249940,33588603
<not counted>,83614,220444,76290550,3617321,93981028,45766737,1557270,44652295,49120665
<not counted>,92214,387566,47005929,1131829,<not counted>,36671086,<not counted>,17136356,27547259
294082,221413,1487237,143334332,3022717,156863166,108709779,2106274,48288801,83601250
5375759,2433351,6820289,931051500,18758435,1127288931,1157894260,10700608,224583073,430072225
9255611,5822157,27866139,3236433445,59862749,3546224753,3699893983,37425600,791732352,1538885686
<not counted>,116430,697307,107979978,2665725,89679358,65758094,<not counted>,36228258,59244168
<not counted>,79171,275821,53594413,765880,73378377,37412397,449454,18874922,29280450
8402549,2700452,15807134,1358783535,50780651,1519426026,1516948618,32279721,345991323,673127636
152362,185039,756241,85504076,1830842,151568461,54582778,1552382,36693013,56354765
531629,279757,1510073,222768613,3428410,259236072,211993644,1432399,65504213,109732638
<not counted>,63065,137880,25851592,855573,<not counted>,18058336,<not counted>,11611135,16326543
<not counted>,133892,360432,78120050,1770054,<not counted>,68007271,<not counted>,21629368,43045721
127498,85166,1020425,71488831,2313735,88692076,44548370,1889881,30743256,51403920
<not counted>,74179,265521,25549803,<not counted>,<not counted>,16319827,<not counted>,9803897,16557436
<not counted>,128347,417712,48139402,<not counted>,<not counted>,34102869,<not counted>,18520520,28906948
418696,263461,1063679,145103516,3053150,103285146,131588889,1151170,47771274,78967573
<not counted>,41677,101039,30090736,1188665,28848111,16171203,<not counted>,13427007,22028374
23772,133478,946084,114908105,1075263,153264133,89643603,1413311,35154196,62043870
6000524,1308281,9126648,678373752,15382038,852334906,770012324,14780344,160398279,318494643
816178,929569,1561572,347186067,5207681,401651241,262877310,3245068,127661258,205759852
<not counted>,111622,320634,63947892,1116200,<not counted>,29330100,<not counted>,13517011,23432262
7850179,1469376,16926739,993955636,28448321,1107399943,1134396009,23883633,225955415,436612144
9400489,2359993,14253596,1036764880,23755067,1273496181,1207696601,28705516,245821549,474573869
