LLC-prefetches,cache-misses,cache-references,cycles,dtlb_misses_walk_cycles,inst_retired_any_p,instructions,l2_lines_in_any,stalled-cycles-backend,stalled-cycles-frontend
10738433,23888182,92899147,8906959247,158959602,7737104271,7528605195,114845894,3189506253,4812843667
2249353,11166492,38099312,3027667288,109359662,2052071773,2355499699,40186561,1260355362,1846043841
938999,2276697,7436145,559432025,10027135,362356178,398381778,4306720,133044161,342394243
