# started on Thu Dec 24 21:25:56 2015

1248487,cache-references
729771,cache-misses
30049330,instructions
111010097,cycles
93140212,stalled-cycles-frontend
57417367,stalled-cycles-backend
5651315,dtlb_misses_walk_cycles
<not counted>,inst_retired_any_p
<not counted>,l2_lines_in_any
<not counted>,LLC-prefetches
