LLC-prefetches,cache-misses,cache-references,cycles,dtlb_misses_walk_cycles,inst_retired_any_p,instructions,l2_lines_in_any,stalled-cycles-backend,stalled-cycles-frontend
9359029,17584883,82629707,8508548931,155747582,6771362449,6967261782,106328251,3213784480,4753060740
3834388,12218578,34064572,3963411175,135852551,2648170158,2767243251,42807428,1814518862,2554038889
493436,1733093,4024333,452513211,6562250,251428144,289014871,2270649,167708609,291364264
<not counted>,66019,123127,16177047,515297,<not counted>,5288911,<not counted>,5399681,13160336
<not counted>,250695,512019,40838108,247010,<not counted>,25924310,<not counted>,14970280,24887502
<not counted>,577007,1646841,116059313,500713,69497775,79469819,<not counted>,19166045,32853241
25042574,6962791,27299202,2346766960,96168324,2066327591,2179247861,53410227,807946911,1369587609
<not counted>,74706,134479,37724183,392552,<not counted>,33088814,<not counted>,13194157,20872622
<not counted>,69900,348575,41420262,388022,<not counted>,40304266,<not counted>,11734687,20462264
<not counted>,25995,51758,3595293,<not counted>,<not counted>,1115899,<not counted>,<not counted>,2931671
<not counted>,61477,312074,12936985,<not counted>,<not counted>,7012083,<not counted>,8186869,8870343
<not counted>,104605,193968,45820698,652809,<not counted>,42723768,<not counted>,13048490,23739889
<not counted>,21931,28463,3447155,<not counted>,<not counted>,785955,<not counted>,2656384,2952361
<not counted>,43943,69677,5726186,447099,<not counted>,1265762,<not counted>,3385741,4962406
