LLC-prefetches,cache-misses,cache-references,cycles,dtlb_misses_walk_cycles,inst_retired_any_p,instructions,l2_lines_in_any,stalled-cycles-backend,stalled-cycles-frontend
284295,2361558,4729513,542462417,19780712,294494110,274084621,4954426,259730750,377866312
<not counted>,1067094,1070228,130665987,1662134,<not counted>,24316318,<not counted>,81616724,112339211
<not counted>,785490,501799,104226364,<not counted>,<not counted>,19718271,<not counted>,63242754,89729398
<not counted>,756104,999671,97460598,604257,<not counted>,18126312,<not counted>,64335225,84134282
<not counted>,609189,808455,110324149,7830974,<not counted>,20576226,<not counted>,65650413,94168861
492466,13664600,24186574,8206059759,7396466,3267917607,3233253296,22940141,5595085784,6297899563
375752,11278429,19566798,8229474004,7996565,3315776781,3245245681,19521423,5645393361,6440726837
405740,11503499,19953662,8242153204,7484979,3253121779,3255464481,21395792,5636362989,6412462470
2681120,20169570,38120408,7912035646,42807996,3378286367,3414991243,39223568,4923512193,6015495542
<not counted>,237193,328915,34097011,<not counted>,<not counted>,7535780,<not counted>,15397589,28480112
