# started on Thu Dec 17 00:02:51 2015

1070228,cache-references
1067094,cache-misses
24316318,instructions
130665987,cycles
112339211,stalled-cycles-frontend
81616724,stalled-cycles-backend
1662134,dtlb_misses_walk_cycles
<not counted>,inst_retired_any_p
<not counted>,l2_lines_in_any
<not counted>,LLC-prefetches
