# started on Wed Dec 16 17:25:05 2015

5082,cache-references
3599,cache-misses
222389,instructions
556605,cycles
450076,stalled-cycles-frontend
<not counted>,stalled-cycles-backend
<not counted>,dtlb_misses_walk_cycles
<not counted>,inst_retired_any_p
<not counted>,l2_lines_in_any
<not counted>,LLC-prefetches
