LLC-prefetches,cache-misses,cache-references,cycles,dtlb_misses_walk_cycles,inst_retired_any_p,instructions,l2_lines_in_any,stalled-cycles-backend,stalled-cycles-frontend
<not counted>,711710,837549,98268524,13519757,<not counted>,15201699,<not counted>,70370979,88046893
3016969,129345431,143771305,8901066338,24553778,938205100,817600458,146343574,6325824313,8445113788
535780,11234210,20191071,8060041206,9282446,3245622315,3249492225,20430891,5026827108,6155818017
543900,11904620,20982018,8101034696,9547903,3302515213,3240833276,19636865,5029643290,6236205299
504250,11838334,19616737,8111961450,10327184,3298374476,3238510535,19352970,5050077847,6202256130
14838508,30994282,81697283,8457077068,374941488,6160004129,5858421106,109110093,4059620739,5865364827
<not counted>,779881,570729,121254813,5172916,<not counted>,24694389,<not counted>,79646307,105406564
11528150,17665284,71872187,6936199438,340397873,5633344167,5620372526,99781111,2947564663,4721598023
<not counted>,347326,412535,116307144,11690831,7634899,16259722,<not counted>,75840949,101949282
<not counted>,733605,1128196,109625714,1610669,<not counted>,22886518,<not counted>,56454323,95366685
<not counted>,788368,866301,112907737,<not counted>,<not counted>,20250948,<not counted>,72589317,99941031
<not counted>,748406,1170619,102803730,<not counted>,<not counted>,16134193,<not counted>,77980500,92231257
<not counted>,744036,1194953,130542937,4863216,<not counted>,38153435,<not counted>,66975382,107646303
<not counted>,731084,1138102,104887361,4021548,1254508,18091936,91326,70850661,93735857
<not counted>,716895,490957,112484058,13809143,<not counted>,23672850,<not counted>,76599871,97759281
<not counted>,611927,961116,90383364,11376927,<not counted>,12919411,<not counted>,63098191,81830224
8216,784012,464772,114026431,4720460,<not counted>,21245302,852405,78453088,100548056
<not counted>,581268,937878,89657149,872185,<not counted>,18927709,<not counted>,66401445,78403270
<not counted>,513370,340006,73042167,<not counted>,<not counted>,11307051,<not counted>,49267164,66043951
600,645551,945408,122685405,4739002,45852376,31842371,489873,67939312,102862105
<not counted>,547602,837399,83648333,9182157,<not counted>,14621004,<not counted>,56165213,74513145
<not counted>,446680,391563,73621738,9275492,<not counted>,11179991,<not counted>,49013070,66574277
<not counted>,622025,1020369,89719743,<not counted>,<not counted>,14908371,<not counted>,53184567,80382796
<not counted>,535477,439656,88536090,9379489,<not counted>,18016230,<not counted>,56006841,77657206
<not counted>,575796,939032,86828016,11862453,<not counted>,15654819,<not counted>,68770171,77200254
