# started on Wed Dec 16 15:53:06 2015

4946,cache-references
2990,cache-misses
226089,instructions
410300,cycles
305326,stalled-cycles-frontend
<not counted>,stalled-cycles-backend
<not counted>,dtlb_misses_walk_cycles
<not counted>,inst_retired_any_p
<not counted>,l2_lines_in_any
<not counted>,LLC-prefetches
