# started on Wed Dec 23 07:30:41 2015

7593,cache-references
3234,cache-misses
256060,instructions
487791,cycles
364297,stalled-cycles-frontend
<not counted>,stalled-cycles-backend
<not counted>,dtlb_misses_walk_cycles
<not counted>,inst_retired_any_p
<not counted>,l2_lines_in_any
<not counted>,LLC-prefetches
