LLC-prefetches,cache-misses,cache-references,cycles,dtlb_misses_walk_cycles,inst_retired_any_p,instructions,l2_lines_in_any,stalled-cycles-backend,stalled-cycles-frontend
17020128,8094552,104390614,9054206717,142580337,8734510805,8837362634,136220240,2660963987,4374590707
1734714,2971908,22719598,1527306213,38810195,1111200105,1340217228,17810046,398403750,740860138
<not counted>,89182,155236,28316624,141275,<not counted>,24971242,<not counted>,8330648,14808450
282172,274639,1062906,86120685,700355,85087003,110852023,1011428,19032976,45495295
<not counted>,79995,185550,72103215,757150,82816831,63274575,<not counted>,20502198,35608581
<not counted>,56572,152942,27403152,158289,19295298,18972809,<not counted>,7946596,15719006
508790,235196,2572480,180822347,1885246,159852066,198280523,2351817,41680116,88006425
663607,469903,3574543,207622743,3443311,246477717,220572284,2938647,58273128,100081049
<not counted>,70908,108796,20116450,145251,<not counted>,19322239,<not counted>,5948047,10745174
<not counted>,30723,98261,5931339,<not counted>,<not counted>,3096969,<not counted>,<not counted>,4111520
197853,160001,1583183,63595777,759745,128814594,42361414,1206643,22808139,36879476
<not counted>,51578,187382,40888047,208746,54246853,35119500,514541,10616143,21289235
97170,143315,1224006,109691830,10162380,83347001,76129996,2256231,43253360,66174498
<not counted>,82229,144499,47704442,278385,<not counted>,27403958,<not counted>,8739919,22117756
<not counted>,57126,121910,14970349,104362,<not counted>,11970529,<not counted>,4665034,8696099
450394,128441,1042775,113716726,1141087,93412653,141998762,1649863,17498224,19565289
<not counted>,115600,162038,45444670,344309,40571741,41225205,340627,16018298,24274074
<not counted>,66656,176664,30892160,200209,<not counted>,23614322,<not counted>,8190237,16169076
<not counted>,72602,209338,25323573,132292,<not counted>,23884509,<not counted>,5269193,13239762
