# started on Fri Dec 25 08:11:06 2015

325883,cache-references
20140,cache-misses
4134967,instructions
10097473,cycles
7457091,stalled-cycles-frontend
6287803,stalled-cycles-backend
113287,dtlb_misses_walk_cycles
<not counted>,inst_retired_any_p
<not counted>,l2_lines_in_any
<not counted>,LLC-prefetches
