LLC-prefetches,cache-misses,cache-references,cycles,dtlb_misses_walk_cycles,inst_retired_any_p,instructions,l2_lines_in_any,stalled-cycles-backend,stalled-cycles-frontend
11259851,10016949,51203951,4621022255,116329263,4524407930,4280183731,66976740,1417846068,2474533315
35151634,38395061,76838791,8510579142,9833938,4098270324,4219933335,101001976,4375711094,6264533717
34611643,9857142,71506736,6730848336,334284324,9426383004,9268670020,108603040,1226518704,3239896890
<not counted>,46017,415694,18133019,<not counted>,<not counted>,10862838,<not counted>,8257475,12211892
34210947,10520156,41406505,5241673797,426590232,8561424664,8404343185,76364982,602334690,2460498207
<not counted>,43518,329035,18235353,<not counted>,<not counted>,10258127,<not counted>,17924241,12255937
1147139,538368,2419576,214948983,28062099,340192442,254793405,2236134,35622603,119506011
<not counted>,46996,356000,15039116,<not counted>,<not counted>,6509753,<not counted>,5440751,11061257
36789713,40519534,83828636,8587101338,3223488,3962002287,3921328495,95011700,4596304686,6477514529
<not counted>,46962,350019,17985691,<not counted>,<not counted>,10284243,<not counted>,6872524,11985047
<not counted>,40742,295887,14029831,<not counted>,<not counted>,6572626,<not counted>,6580530,10011538
<not counted>,23363,300092,11748409,<not counted>,<not counted>,5780002,<not counted>,4495989,8215413
<not counted>,73260,303979,43577064,612096,<not counted>,36459903,<not counted>,12828996,23229781
<not counted>,39313,265149,15498199,<not counted>,<not counted>,8200202,<not counted>,5262415,10603951
<not counted>,13300,148064,8557386,497770,<not counted>,3188448,<not counted>,4123561,6390913
<not counted>,22480,271004,8995068,226370,<not counted>,3567426,<not counted>,3262340,6742686
<not counted>,48770,372880,14314586,<not counted>,<not counted>,6456464,<not counted>,8723943,10306760
<not counted>,20140,325883,10097473,113287,<not counted>,4134967,<not counted>,6287803,7457091
<not counted>,9095,293706,6749298,<not counted>,<not counted>,2203588,<not counted>,<not counted>,5220431
<not counted>,39769,512884,20795404,<not counted>,<not counted>,12136427,<not counted>,9569552,13817970
<not counted>,42663,359639,14339436,<not counted>,<not counted>,7363381,<not counted>,4475099,9981007
<not counted>,8874,185882,5620045,<not counted>,<not counted>,1639622,<not counted>,2970265,4450096
<not counted>,35845,247548,10981519,<not counted>,<not counted>,4223702,<not counted>,4141038,8311869
<not counted>,25581,286693,10562027,194132,<not counted>,6787525,<not counted>,3093564,7444570
<not counted>,36523,329050,15144298,<not counted>,<not counted>,9236265,<not counted>,5091777,9562790
<not counted>,40083,352344,15871067,<not counted>,<not counted>,9100040,<not counted>,3101494,10741415
<not counted>,24618,285126,10647261,<not counted>,<not counted>,5567931,<not counted>,2220290,7424633
