LLC-prefetches,cache-misses,cache-references,cycles,dtlb_misses_walk_cycles,inst_retired_any_p,instructions,l2_lines_in_any,stalled-cycles-backend,stalled-cycles-frontend
17756529,8275529,107525596,9059757206,137338787,8633166230,8812525925,140951875,2731377206,4385231450
2104075,2613540,21492505,1537612898,47694462,1230932325,1313702807,20687725,509123912,790777511
<not counted>,43049,146716,42992157,1157017,<not counted>,32103261,<not counted>,12673424,24528841
424529,225151,1185374,126908756,1286147,129758199,131919735,1284740,26422094,61504129
<not counted>,94621,259639,66149141,950942,99103771,47848985,645715,25043302,38782795
<not counted>,239169,861591,43748945,419946,<not counted>,41229454,<not counted>,11469466,21377779
964241,822011,6042437,317902972,3123883,380667405,308706913,4752927,71375551,146593597
5206681,2822785,26794254,1349645006,37406740,1232692773,1353318897,24627117,328978657,638998956
<not counted>,17064,520102,8015678,523129,<not counted>,3212544,<not counted>,5426337,6411727
<not counted>,30415,106731,6402489,<not counted>,<not counted>,3604852,<not counted>,1586442,4307952
480239,171350,1829340,209247783,1836990,216223897,251638285,2146184,53237835,89691591
<not counted>,85785,732315,44173732,253715,<not counted>,43763251,<not counted>,9848882,21139941
<not counted>,37895,128184,8796512,<not counted>,<not counted>,6078408,<not counted>,<not counted>,5406652
357271,233382,1155355,104670691,1105093,133189207,103550924,1359280,31915518,53290573
<not counted>,68657,182581,30849145,193352,<not counted>,31540994,<not counted>,7053820,14966147
<not counted>,110846,662316,21870885,119001,<not counted>,17023920,<not counted>,4994555,10920913
<not counted>,69368,157982,32466679,222538,<not counted>,30028877,<not counted>,9253887,16102857
<not counted>,38570,104918,6121155,<not counted>,<not counted>,3285234,<not counted>,<not counted>,4260627
400778,202814,1135006,116908833,835150,97343680,121628671,1086175,17736576,58034441
<not counted>,58172,191704,46017568,299331,<not counted>,47020898,<not counted>,11328451,21189941
<not counted>,37399,70737,11177554,<not counted>,<not counted>,6209655,<not counted>,4662082,8063933
<not counted>,27156,69231,4909131,<not counted>,<not counted>,2604455,<not counted>,1508137,3396530
<not counted>,15167,43492,2416197,<not counted>,<not counted>,909618,<not counted>,<not counted>,1868088
