LLC-prefetches,cache-misses,cache-references,cycles,dtlb_misses_walk_cycles,inst_retired_any_p,instructions,l2_lines_in_any,stalled-cycles-backend,stalled-cycles-frontend
8973355,22369066,82081545,8786553932,222350811,6445116024,6426419447,109336815,3670686542,5443839993
12658289,22087688,41198877,5920047606,180309453,5092977376,5029838821,58294524,2608308379,3668790746
9986266,6261877,26490781,2137493230,52787089,1722875049,2002992454,34188074,669193075,1083886713
280216,932408,2640054,314161532,7417570,210668053,191087817,3568600,113794907,170530625
<not counted>,108562,113298,68580532,3489743,60437958,52682225,<not counted>,40656162,61440343
<not counted>,228270,585676,138217180,4482519,106917854,47812194,<not counted>,67292988,99429546
78489,422859,899178,135042786,5363254,81964165,82871311,1500082,62474590,131448139
<not counted>,159455,189534,65684877,1960116,61344743,39028302,1057581,34362381,47175168
1224516,1236474,7292613,595423282,23163502,569512676,489117939,9241540,187127978,339044809
8035289,13118347,22083385,2859367492,98652921,2338714588,2240822319,32278330,1241338485,1820802518
<not counted>,111430,307889,38205789,1002256,<not counted>,23631239,<not counted>,16940321,25042511
430814,367305,1077836,169027235,2007819,152872940,154013577,1179143,34879155,88361689
1414393,2955430,7173112,736229948,29150381,520410088,485934588,9779044,345518069,487006689
156434,242584,821118,88551720,1867717,46021571,68512123,915191,24469096,36195703
110508,208110,825173,83222918,1315431,103028481,57128673,472981,27548413,46386055
575646,455356,1324821,177794282,3557857,177242531,152906366,1543509,57089423,99057268
<not counted>,114802,310768,32811953,<not counted>,<not counted>,20259447,<not counted>,16875512,21596132
161510,116204,539414,65038243,891625,79999199,35017663,722218,25409520,40311992
<not counted>,66888,139187,12203684,<not counted>,<not counted>,5126097,<not counted>,<not counted>,9310964
<not counted>,54300,137885,32868773,1178250,24818807,13313666,<not counted>,15118820,25727988
