# started on Fri Dec 25 07:44:58 2015

344147,cache-references
120107,cache-misses
33220855,instructions
41342845,cycles
23415408,stalled-cycles-frontend
13942170,stalled-cycles-backend
1015989,dtlb_misses_walk_cycles
<not counted>,inst_retired_any_p
<not counted>,l2_lines_in_any
<not counted>,LLC-prefetches
