LLC-prefetches,cache-misses,cache-references,cycles,dtlb_misses_walk_cycles,inst_retired_any_p,instructions,l2_lines_in_any,stalled-cycles-backend,stalled-cycles-frontend
17243335,7342655,105292531,8819747348,162289770,8936041676,8609785296,146160541,2584610382,4425295804
16632879,8306034,50638156,4903440822,95496486,5263209116,5324722661,70020310,1295280681,2344786481
1014181,536306,4412758,341753243,3993463,330629756,308630482,4033392,90411525,167172596
585799,676404,2991484,257684461,4530841,322624183,198140443,4171268,83007964,122442889
<not counted>,74904,329626,50744932,1132360,<not counted>,37997753,<not counted>,19226397,29720054
126479,239477,1196219,103488080,2191739,72170024,70346507,1965024,36125916,47711126
<not counted>,60157,174579,34359848,1659064,29790645,23246873,607312,23358700,26836373
178515,264195,1397688,158368987,2985465,132038381,127270977,1763928,48804053,88788799
11115341,6956040,20495055,2426385888,61866339,2886243209,2888507420,30520767,590109305,1186701788
11971361,5077832,30249169,3263614225,67351683,3594444021,3787292734,42703965,727390227,1473653420
333046,310868,1518967,126488328,3078152,116624616,108720389,1794511,50705175,72525763
464697,145273,1197344,155065272,2346155,149480679,175534539,1065015,41049228,76457815
9669590,2909013,18478867,1484845404,46770954,1683816417,1607124986,29346237,349201307,748938714
61085,98253,689711,100203264,1387645,163731487,72339709,1141099,31963446,57495259
205319,105749,635300,116112764,2464386,141849780,74592342,909643,39537211,65773860
7277308,2380622,13474170,1097827278,19006714,1445649181,1419365523,16093436,248918292,496501465
<not counted>,141426,511619,66527776,1502938,<not counted>,55516993,<not counted>,20286767,35959841
<not counted>,47561,142127,25125633,<not counted>,<not counted>,20367599,<not counted>,8852700,14056993
<not counted>,78798,159067,57328866,1497844,<not counted>,43130917,<not counted>,20592155,32867638
<not counted>,120107,344147,41342845,1015989,<not counted>,33220855,<not counted>,13942170,23415408
308047,360814,1850450,131169679,2986964,201174119,68655204,1483320,49143203,84975870
<not counted>,44106,115816,16121766,<not counted>,<not counted>,12069746,<not counted>,5928558,9268511
<not counted>,96797,294504,64315632,1143023,106960059,50142628,<not counted>,20507080,43105436
<not counted>,103247,206712,29236295,<not counted>,<not counted>,21527598,<not counted>,12516301,17902311
<not counted>,835411,578057,199133528,6902293,176530809,145840445,<not counted>,76835524,121822682
<not counted>,95189,267410,42169826,1558074,<not counted>,34360801,<not counted>,16454986,24220345
9898933,2501714,18948068,1475397560,32128680,1651585835,1649067260,31272227,343964087,681944313
<not counted>,65769,218408,22492429,<not counted>,<not counted>,16332524,<not counted>,10598641,13575666
