# started on Tue Dec 15 15:51:56 2015

1049328,cache-references
107315,cache-misses
47434311,instructions
50700528,cycles
24838636,stalled-cycles-frontend
14878754,stalled-cycles-backend
323316,dtlb_misses_walk_cycles
<not counted>,inst_retired_any_p
<not counted>,l2_lines_in_any
<not counted>,LLC-prefetches
