# started on Thu Dec 24 23:22:31 2015

339859,cache-references
273344,cache-misses
9773382,instructions
41838545,cycles
36236768,stalled-cycles-frontend
26200145,stalled-cycles-backend
1288513,dtlb_misses_walk_cycles
<not counted>,inst_retired_any_p
<not counted>,l2_lines_in_any
<not counted>,LLC-prefetches
