LLC-prefetches,cache-misses,cache-references,cycles,dtlb_misses_walk_cycles,inst_retired_any_p,instructions,l2_lines_in_any,stalled-cycles-backend,stalled-cycles-frontend
14664648,7020575,110771141,8893617719,144289790,8597366063,8342257143,131078012,2688757322,4372261030
3863950,2728395,22705114,2032290319,43227038,1898115760,1888502577,28413068,602492945,1047045670
<not counted>,97726,128726,21168794,<not counted>,<not counted>,9535021,<not counted>,12253389,16721533
<not counted>,117844,348771,35151359,<not counted>,<not counted>,26849343,<not counted>,16207438,20545232
<not counted>,76118,262759,22649314,<not counted>,<not counted>,15437113,<not counted>,6645648,14562581
<not counted>,43125,163773,12645552,<not counted>,<not counted>,6803905,<not counted>,<not counted>,30393430
520538,307308,1787400,154032614,1365304,139887573,152423069,1750468,35159890,71988050
4186485,3030417,14603133,1328470102,51833243,1435053559,1362728187,18279139,359135841,691205288
<not counted>,91376,204306,22460975,<not counted>,<not counted>,19985147,<not counted>,<not counted>,12812417
<not counted>,92662,199529,61358434,555593,107015578,36760030,489851,22629542,32144211
<not counted>,98239,896960,46365881,467299,<not counted>,38595070,<not counted>,14097684,22821163
<not counted>,89549,255839,72158200,663015,35314898,47020658,<not counted>,20261849,35968164
<not counted>,30254,79482,5163096,<not counted>,<not counted>,2244630,<not counted>,3994203,3836041
<not counted>,49372,199321,31654565,<not counted>,<not counted>,28643792,<not counted>,7882295,16727633
<not counted>,59413,179321,25317930,<not counted>,<not counted>,24276240,<not counted>,5914173,12770900
<not counted>,70731,215180,45055272,553425,49759719,52064104,<not counted>,13299156,26171827
458704,74037,906847,45919750,1068319,124157508,24245031,1342122,17158526,26192607
<not counted>,34410,72501,6443593,<not counted>,<not counted>,3689391,<not counted>,<not counted>,4292004
