LLC-prefetches,cache-misses,cache-references,cycles,dtlb_misses_walk_cycles,inst_retired_any_p,instructions,l2_lines_in_any,stalled-cycles-backend,stalled-cycles-frontend
15337604,6580880,101465512,8997567441,138582522,8784916431,8696899976,132192419,2705293880,4391285774
2443736,3372162,25314244,1591894151,44062085,1233221577,1331600695,22214999,523758654,814351221
<not counted>,120004,422202,33533406,195957,<not counted>,27496826,<not counted>,11227790,18758112
355399,409879,1797487,114559766,768781,81935964,108860164,1177506,30739220,48334859
169297,75642,794998,49426431,563104,75014089,33261318,589669,17605616,29629638
<not counted>,55479,175841,20915089,<not counted>,<not counted>,17054988,<not counted>,5426309,11679056
2350119,2303504,15407748,1176082193,35284606,991122071,1176739154,14454464,306966889,546090480
<not counted>,51509,98009,10612630,<not counted>,<not counted>,6410479,<not counted>,4404528,7053448
1353304,2034431,1366260,394954321,4590797,369782354,263752922,4279126,195494487,283097697
102565,119801,1353771,136289965,4579551,140333610,97825630,2800527,48235376,77995347
<not counted>,60943,172054,31414676,325992,29901791,25611535,332268,11526037,18485438
<not counted>,20742,62722,3371361,<not counted>,<not counted>,1054480,<not counted>,<not counted>,2730182
<not counted>,71145,208324,25047291,<not counted>,<not counted>,21775782,<not counted>,8711143,13389241
<not counted>,153124,517180,51533520,890868,39049940,43335009,<not counted>,18339845,28538640
411031,185663,1324080,164205730,1616437,122597888,166369740,1497694,43302724,75856854
