# started on Fri Dec 25 15:47:57 2015

1186801,cache-references
83020,cache-misses
13630872,instructions
33853473,cycles
25584637,stalled-cycles-frontend
21089232,stalled-cycles-backend
<not counted>,dtlb_misses_walk_cycles
<not counted>,inst_retired_any_p
<not counted>,l2_lines_in_any
<not counted>,LLC-prefetches
