LLC-prefetches,cache-misses,cache-references,cycles,dtlb_misses_walk_cycles,inst_retired_any_p,instructions,l2_lines_in_any,stalled-cycles-backend,stalled-cycles-frontend
18925306,8005240,105205524,9029511559,149881700,8656173119,8737368281,142314194,2715711855,4396436080
2019567,2449205,24545995,1442667639,34879008,1201557206,1203834314,18009094,438218943,726141515
<not counted>,226162,437876,52052863,228830,<not counted>,41101313,<not counted>,7654409,12914793
263623,187183,1032301,57651992,589110,111165034,49490031,812022,16011533,30115182
153848,79582,809449,42044516,604026,79262326,31815970,545278,17338044,27526652
<not counted>,228503,669408,31885797,207149,<not counted>,25708766,<not counted>,10388143,16787381
456374,568465,2511333,226459219,1842021,125436734,238702010,1804409,37933356,83826873
763147,242470,2184603,246169855,3288979,251523994,266192060,2336859,64585420,114303238
<not counted>,83159,100558,15252594,177585,<not counted>,11603129,<not counted>,6513960,10065531
<not counted>,40563,106758,17191478,509020,<not counted>,14299971,<not counted>,5434461,9949731
<not counted>,69702,209275,65712078,599861,92777003,55982948,546596,19249445,33010834
<not counted>,56774,112526,25727436,117236,<not counted>,20207379,<not counted>,5582137,12863701
<not counted>,129287,2027949,160158733,5910118,102190958,105464302,2784314,60708144,89718293
<not counted>,43442,102720,5943029,<not counted>,<not counted>,2757589,<not counted>,739643,4343453
<not counted>,18119,72459,3781240,<not counted>,<not counted>,2077340,<not counted>,<not counted>,2645848
<not counted>,45695,120115,14668019,<not counted>,<not counted>,13035698,<not counted>,4014036,7839937
<not counted>,65265,231899,26007397,89062,<not counted>,21913553,<not counted>,5773481,13738067
<not counted>,59588,96174,26207069,129280,<not counted>,23644738,<not counted>,8216085,13545753
401437,180633,1102916,109018645,689295,107317292,114671734,997875,27330275,53303929
<not counted>,32375,91922,4342561,<not counted>,<not counted>,1826629,<not counted>,<not counted>,3275920
<not counted>,51214,121510,7425162,<not counted>,<not counted>,3834296,<not counted>,3531581,5270588
<not counted>,47784,149592,9334079,<not counted>,<not counted>,6323417,<not counted>,<not counted>,5919046
<not counted>,237246,675939,3866868,<not counted>,<not counted>,1652987,<not counted>,<not counted>,2902218
