# started on Wed Dec 16 19:56:42 2015

4860,cache-references
2639,cache-misses
218778,instructions
389793,cycles
286061,stalled-cycles-frontend
<not counted>,stalled-cycles-backend
<not counted>,dtlb_misses_walk_cycles
<not counted>,inst_retired_any_p
<not counted>,l2_lines_in_any
<not counted>,LLC-prefetches
