LLC-prefetches,cache-misses,cache-references,cycles,dtlb_misses_walk_cycles,inst_retired_any_p,instructions,l2_lines_in_any,stalled-cycles-backend,stalled-cycles-frontend
16168141,7722501,109468602,8863385442,164693102,8942243436,8633334559,153341078,2556064873,4327931177
16579525,8075023,52068950,4979465807,100421414,5194379742,5344722700,72370269,1360551363,2360209457
673809,375082,2877654,290048519,6104582,295127580,250887308,3621553,80010156,135987621
744260,490920,3020004,270034612,4728985,270673464,236711854,4325586,72874530,116465898
<not counted>,118843,315168,88552605,2948099,<not counted>,62888259,<not counted>,32054221,50556406
159552,279741,1227654,107080850,1943404,55787561,85492678,1326228,23434927,58634878
494279,123192,1314655,84075098,2958751,119392059,60411409,1582030,39363644,59361946
71157,91201,745587,83055950,2184682,88782887,42284821,1839772,32326765,51109656
6530655,1513328,9734293,715185093,22441934,623045798,682609606,23507830,212344781,345893697
838634,641912,4196717,354372700,8295351,286524217,320288280,6408094,121538575,189303429
9395874,3388622,16508255,1587037029,39998186,1723468630,1807985824,33046031,416010648,749683743
183765,278906,946958,81645374,2041822,63151245,59879480,1146085,23856940,32157316
8568657,3308999,23886765,1715665303,42661862,1848730862,1815185975,26978016,432233562,843985921
<not counted>,89598,165470,65819567,1861803,81543938,49705224,1361156,30049102,46259218
<not counted>,62457,156057,38473671,874880,<not counted>,31647559,<not counted>,12783590,20875093
89972,97983,685708,68005675,2116034,52728119,50493329,1200605,26620919,41213366
<not counted>,103326,284884,94404185,1956631,72271966,61545538,<not counted>,29613597,50057823
3068022,1485962,6647274,807027242,18879642,864801144,904084761,14614115,206632568,383481294
<not counted>,62842,92444,24253904,307304,<not counted>,16862121,<not counted>,10211376,15039845
<not counted>,179532,462034,98562550,2711035,<not counted>,76466209,<not counted>,30812471,54837688
<not counted>,99195,278673,39913138,831569,<not counted>,33277373,<not counted>,10052913,21480969
<not counted>,82295,152863,41544135,1243377,<not counted>,19381385,<not counted>,14733387,25289515
236284,160658,857812,53002080,699530,81423941,37290286,779357,13752805,28265055
<not counted>,135480,275881,72182647,1627517,<not counted>,59557498,<not counted>,25441119,39983265
<not counted>,42206,121434,9279434,<not counted>,<not counted>,5118266,<not counted>,<not counted>,6311141
365550,335156,1367377,49460696,905341,124642603,26909940,1164989,20984011,42046950
<not counted>,65675,121556,39458408,1529806,35092348,24874198,572731,19902166,29203061
<not counted>,72449,164096,32174303,1392309,31537103,18051218,470334,17896632,24132359
3692367,1946487,5704998,913090242,21780816,1111726597,1110469723,10461523,248518198,470694918
