LLC-prefetches,cache-misses,cache-references,cycles,dtlb_misses_walk_cycles,inst_retired_any_p,instructions,l2_lines_in_any,stalled-cycles-backend,stalled-cycles-frontend
15086620,5361408,68633450,6427718645,172109405,6758936099,6595469569,88751765,1819622166,3147188091
2849284,1340073,13380455,824753309,41665812,1001697700,844486049,12733289,216513600,454778513
36119081,36082766,70881355,8527041078,3197579,3976512299,3894188693,97919905,4487676436,6419843571
<not counted>,35277,849891,37165317,2401120,6871022,15867173,<not counted>,17542219,25778178
