LLC-prefetches,cache-misses,cache-references,cycles,dtlb_misses_walk_cycles,inst_retired_any_p,instructions,l2_lines_in_any,stalled-cycles-backend,stalled-cycles-frontend
15499206,7314067,102461346,8981412080,138989492,8801171034,8771675191,130936398,2683512242,4345620835
2863673,2634959,19313584,1368825583,44686189,1007127728,1115325664,20411993,406323757,632107622
<not counted>,72969,128756,27409858,124724,<not counted>,24645867,<not counted>,8129187,14030322
237635,163328,846635,88678354,649557,52503000,97964023,709786,24960604,43088218
<not counted>,86954,237975,69833672,770230,107276581,41130175,<not counted>,24572704,41269402
<not counted>,77591,664513,30668172,283153,<not counted>,27059862,<not counted>,10106178,15957826
295475,324053,1668133,179984317,1474256,87405044,177206122,1205648,56562655,88818260
591865,388180,3103712,198650875,2871484,240545345,215315251,3471904,46468080,88196663
<not counted>,82734,166134,14822965,<not counted>,<not counted>,11550159,<not counted>,<not counted>,9607995
<not counted>,38262,95181,5018927,<not counted>,<not counted>,2147691,<not counted>,<not counted>,3734666
<not counted>,59117,727144,39444726,341648,58621842,29224174,<not counted>,12650667,22220172
<not counted>,63359,170375,28747098,148614,<not counted>,18256579,<not counted>,7249012,14164512
627579,191468,1236122,122255919,1059256,85222639,134052789,1408935,37607999,66707608
<not counted>,38515,125964,10133980,<not counted>,<not counted>,9343075,<not counted>,<not counted>,5679075
97370,1493622,3050046,399571315,5036215,387156171,246561853,1245512,238161020,305713209
<not counted>,48983,142324,17337675,62933,<not counted>,15426380,<not counted>,5059384,9164977
<not counted>,66657,150774,44293851,661807,54298635,29503925,<not counted>,16287695,25130591
<not counted>,239016,646750,5338674,<not counted>,<not counted>,2226624,<not counted>,<not counted>,4038419
354428,197256,1093261,133940633,1132351,132649810,136440401,773857,35513812,64307334
<not counted>,54363,612325,36988331,176925,<not counted>,29661994,<not counted>,10318304,17633769
<not counted>,181770,112184,12920093,50483,<not counted>,8677220,<not counted>,5428626,7972685
<not counted>,30256,46658,6597261,728742,<not counted>,2239854,<not counted>,4950969,5423408
<not counted>,31410,85572,4112793,<not counted>,<not counted>,1449994,<not counted>,1571070,3227298
