# started on Tue Dec 15 13:31:13 2015

62436,cache-references
42512,cache-misses
21494106,instructions
21510652,cycles
11637049,stalled-cycles-frontend
5797733,stalled-cycles-backend
1254078,dtlb_misses_walk_cycles
<not counted>,inst_retired_any_p
<not counted>,l2_lines_in_any
<not counted>,LLC-prefetches
