# started on Tue Dec 15 12:31:30 2015

45744,cache-references
18984,cache-misses
1962745,instructions
5574423,cycles
4967041,stalled-cycles-frontend
<not counted>,stalled-cycles-backend
<not counted>,dtlb_misses_walk_cycles
<not counted>,inst_retired_any_p
<not counted>,l2_lines_in_any
<not counted>,LLC-prefetches
