LLC-prefetches,cache-misses,cache-references,cycles,dtlb_misses_walk_cycles,inst_retired_any_p,instructions,l2_lines_in_any,stalled-cycles-backend,stalled-cycles-frontend
15031490,7047758,102637848,8748468901,124858018,8470013628,8431010474,131096877,2548537264,4180514688
2378046,2788229,21840235,1538114943,37258266,1371615014,1284060078,21568360,480745613,777710711
<not counted>,126597,419927,29401281,<not counted>,<not counted>,25398330,<not counted>,7874885,15536275
263718,129426,810953,91628760,700410,70427065,93551575,844288,16918681,48729241
167677,68990,786076,88876100,1700996,135030401,52803433,777915,31969577,51485119
52176,73169,1031080,37436742,391738,35667933,28183683,301187,17377916,27229064
<not counted>,77902,134338,43004237,418215,<not counted>,40497403,<not counted>,12858757,21739121
915533,561662,4883644,312707004,2643579,260172744,328988730,3106340,68761427,118136278
3043680,1368465,4396337,467913928,7240022,681168644,646922399,5766140,95934120,188395627
<not counted>,37151,114426,7787089,<not counted>,<not counted>,7329794,<not counted>,<not counted>,4772877
182674,195031,749792,68481581,706290,112741218,41730081,907515,22195860,36824439
<not counted>,47362,130203,17929885,153037,<not counted>,15706175,<not counted>,5573695,9703081
173000,210939,2383997,195941274,6013474,100308472,124187511,2433913,57741924,94235029
<not counted>,79269,181588,35934132,262642,68842973,27109528,712645,8636696,24115605
<not counted>,44763,625779,13764406,<not counted>,<not counted>,11531358,<not counted>,4037752,7701439
<not counted>,43716,111848,16971913,190708,<not counted>,14558875,<not counted>,5024953,9290556
<not counted>,64669,199096,26010935,64377,<not counted>,23569044,<not counted>,5563930,13220641
<not counted>,26090,72676,6002718,<not counted>,<not counted>,3539493,<not counted>,1369927,4053112
435967,222882,1035448,132625379,910486,123644560,85945746,1226452,17619545,59874024
<not counted>,38680,106990,9406169,<not counted>,<not counted>,6124311,<not counted>,3459768,5827926
<not counted>,13623,64069,2750796,<not counted>,<not counted>,912828,<not counted>,<not counted>,2179969
<not counted>,46330,93904,10105472,<not counted>,<not counted>,7361876,<not counted>,4724876,7661584
<not counted>,23648,76863,3319146,<not counted>,<not counted>,1123002,<not counted>,1706034,2638433
