LLC-prefetches,cache-misses,cache-references,cycles,dtlb_misses_walk_cycles,inst_retired_any_p,instructions,l2_lines_in_any,stalled-cycles-backend,stalled-cycles-frontend
4801412,3575442,28510432,2534030795,51384635,2473263421,2395524707,37113101,720997226,1255282073
20726627,23766647,50554766,8537607002,3438601,3873335596,3815324301,69105855,4430708977,6433938308
32286794,10511301,104456744,8278443706,201707339,9916632857,9438431537,151847345,2108352499,4135379818
<not counted>,68963,1246979,37545664,<not counted>,<not counted>,13638268,<not counted>,12327203,28676793
1269275,584544,4957876,278891776,4981658,250123175,255436954,2883890,61619439,178772492
<not counted>,120290,1385766,54221053,<not counted>,<not counted>,24385414,<not counted>,26833636,39121141
8908152,26969741,30575483,8543993226,3098865,3925272921,3825055225,37356427,4428195427,6470025586
24583294,29161176,61491274,8558237124,3806201,3893263036,3851315062,77948692,4426764035,6464530503
<not counted>,174932,1425027,88138871,907506,53966415,48778226,<not counted>,29947590,56839833
<not counted>,57294,1117178,35526235,<not counted>,<not counted>,12917605,<not counted>,19573021,27002965
<not counted>,60438,1250498,35408238,<not counted>,<not counted>,12142533,<not counted>,22252256,27274743
<not counted>,123263,1348048,74497667,1332435,30833930,32192756,<not counted>,35511664,50446913
<not counted>,104240,705508,67873700,<not counted>,<not counted>,42590506,<not counted>,29154001,42867639
<not counted>,67293,727821,38395974,<not counted>,<not counted>,13541583,<not counted>,21360012,29398995
<not counted>,83453,995132,48514523,<not counted>,<not counted>,23377416,<not counted>,21870296,34219506
<not counted>,44338,1224495,38503176,<not counted>,<not counted>,17912488,<not counted>,15969404,27601847
1664,69044,774954,35136141,<not counted>,6256990,14382106,1003448,16201946,26348593
<not counted>,86486,531331,34881812,1908919,<not counted>,13306235,<not counted>,16949382,26742277
<not counted>,54289,716410,46447051,785546,<not counted>,30910196,<not counted>,18193121,29165897
<not counted>,66442,1146055,32371610,<not counted>,<not counted>,11997197,<not counted>,<not counted>,24917766
<not counted>,109885,647092,37778296,<not counted>,<not counted>,13872337,<not counted>,18572722,29177102
<not counted>,71981,1064805,33106840,180295,<not counted>,12820336,<not counted>,11086023,25184609
<not counted>,111710,858413,50462412,<not counted>,<not counted>,27773960,<not counted>,21319242,34354265
<not counted>,104094,1128100,56832597,636570,6890618,25862574,<not counted>,25082894,38390770
340335,134701,2131550,91847081,805141,78344704,60350731,808091,26579392,59075478
<not counted>,81166,1142803,32966458,<not counted>,<not counted>,12137659,<not counted>,<not counted>,25410173
